Open,High,Low,Close,Adj Close,Volume
0.171086,0.17379,0.162565,0.165485,0.165485,979693368
0.165485,0.168647,0.160122,0.162356,0.162356,935006164
0.162346,0.168846,0.155176,0.155204,0.155204,469269658
0.155263,0.157156,0.141496,0.14264,0.14264,1163061854
0.142651,0.145027,0.122816,0.132892,0.132892,1693524581
0.13296,0.143072,0.132819,0.141863,0.141863,1006234946
0.141881,0.141951,0.12722,0.137798,0.137798,1446873574
0.137784,0.147236,0.133235,0.143049,0.143049,1347567750
0.143014,0.152603,0.142152,0.143789,0.143789,1253108115
0.143756,0.14501,0.136947,0.141247,0.141247,608707586
0.141244,0.142413,0.13838,0.141656,0.141656,506667466
0.141649,0.143984,0.14148,0.143056,0.143056,397610776
0.143057,0.143515,0.138754,0.139471,0.139471,363976741
0.139469,0.142264,0.136853,0.141805,0.141805,412307174
0.141805,0.144129,0.141125,0.142631,0.142631,409432267
0.142626,0.145253,0.136918,0.137235,0.137235,483194691
0.137213,0.138747,0.135565,0.137541,0.137541,383506507
0.137523,0.147592,0.13725,0.147503,0.147503,580740990
0.147533,0.15014,0.14541,0.147141,0.147141,587009429
0.14714,0.154775,0.145258,0.15377,0.15377,757004142
0.153803,0.171586,0.151741,0.165578,0.165578,1791358822
0.165606,0.169145,0.153709,0.158405,0.158405,1190116000
0.158357,0.160704,0.155035,0.159123,0.159123,778670798
0.159145,0.160437,0.151497,0.151889,0.151889,1053630584
0.151895,0.154069,0.143349,0.144847,0.144847,776730555
0.144856,0.147013,0.141678,0.144405,0.144405,602699408
0.144379,0.157354,0.144031,0.148948,0.148948,1581065491
0.148869,0.150132,0.143649,0.146003,0.146003,898042727
0.145996,0.152199,0.145203,0.151761,0.151761,674961496
0.151779,0.151824,0.146771,0.149095,0.149095,505588732
0.14905,0.149889,0.138071,0.138552,0.138552,721382126
0.138594,0.142097,0.13696,0.138768,0.138768,563817289
0.138764,0.145906,0.138751,0.141206,0.141206,655782652
0.141197,0.141197,0.135852,0.136868,0.136868,490138547
0.136838,0.141345,0.128246,0.12849,0.12849,913773124
0.128488,0.131696,0.125365,0.131553,0.131553,711967119
0.131561,0.135337,0.127846,0.127846,0.127846,587472906
0.127821,0.127851,0.109555,0.123813,0.123813,2046477370
0.123843,0.128181,0.120983,0.127576,0.127576,805161073
0.127568,0.130071,0.126199,0.127647,0.127647,535575654
0.127639,0.128235,0.122053,0.123111,0.123111,592809151
0.123118,0.134479,0.121954,0.133156,0.133156,765755924
0.133174,0.13773,0.130462,0.133938,0.133938,876604512
0.133964,0.136214,0.131232,0.13299,0.13299,709536320
0.132998,0.133649,0.12781,0.12961,0.12961,518193386
0.129631,0.129856,0.121544,0.122591,0.122591,650665594
0.122614,0.125375,0.121572,0.124996,0.124996,334091552
0.125025,0.125611,0.120384,0.120766,0.120766,400458464
0.120769,0.122563,0.115015,0.117105,0.117105,513014829
0.117106,0.119724,0.115838,0.117029,0.117029,491414294
0.117047,0.123734,0.116766,0.121588,0.121588,519157507
0.121572,0.121612,0.115532,0.116885,0.116885,513641345
0.116893,0.118293,0.11457,0.115602,0.115602,388727358
0.115608,0.117239,0.115132,0.115136,0.115136,235277001
0.11508,0.116231,0.110686,0.111608,0.111608,373430106
0.111607,0.118967,0.110817,0.114048,0.114048,822092169
0.114043,0.114213,0.110937,0.112784,0.112784,400614617
0.112779,0.116908,0.112364,0.116908,0.116908,537170937
0.116907,0.11871,0.116281,0.116502,0.116502,412838814
0.11649,0.119375,0.114568,0.119306,0.119306,410862503
0.119278,0.124573,0.11853,0.123569,0.123569,628081786
0.123579,0.123919,0.117991,0.119154,0.119154,428111799
0.119146,0.121332,0.118306,0.119339,0.119339,439486516
0.119333,0.12535,0.119014,0.122481,0.122481,610507111
0.122487,0.130713,0.121361,0.129727,0.129727,998922753
0.129722,0.140605,0.128455,0.13655,0.13655,2017926806
0.136603,0.137275,0.128782,0.131013,0.131013,882486375
0.13101,0.136495,0.129878,0.135868,0.135868,610401998
0.1359,0.144858,0.135703,0.144732,0.144732,1445019558
0.144725,0.152737,0.142457,0.142657,0.142657,1476875507
0.142557,0.148559,0.14129,0.14447,0.14447,961074557
0.144456,0.144997,0.13988,0.14321,0.14321,884305263
0.143184,0.14722,0.137172,0.137826,0.137826,1055136949
0.137922,0.142394,0.133209,0.141315,0.141315,877530017
0.14131,0.144069,0.138882,0.138913,0.138913,682408266
0.138903,0.148558,0.137088,0.146453,0.146453,1047399132
0.146413,0.155312,0.142008,0.148591,0.148591,2253509569
0.148614,0.178045,0.147727,0.172907,0.172907,5230288678
0.172485,0.173497,0.143291,0.143417,0.143417,3729047979
0.143432,0.148028,0.141312,0.146102,0.146102,1420790611
0.146106,0.152716,0.141608,0.142549,0.142549,1683800631
0.142544,0.144462,0.141416,0.144303,0.144303,523997409
0.144304,0.156972,0.143863,0.149535,0.149535,1931829669
0.149374,0.151292,0.133818,0.134654,0.134654,1515679359
0.134652,0.144122,0.134243,0.138076,0.138076,1214105682
0.13807,0.142608,0.137067,0.14008,0.14008,890728707
0.140053,0.146633,0.138101,0.14392,0.14392,1759067761
0.143917,0.149287,0.142767,0.146026,0.146026,1140382087
0.146017,0.147811,0.142093,0.143712,0.143712,584019179
0.143693,0.144709,0.138995,0.139459,0.139459,636442285
0.139471,0.140461,0.134384,0.140286,0.140286,909718484
0.140297,0.144141,0.1395,0.142665,0.142665,679511647
0.142677,0.146241,0.139595,0.140878,0.140878,1068542289
0.140868,0.142448,0.135255,0.136365,0.136365,740549793
0.136357,0.137908,0.134985,0.136395,0.136395,505251263
0.136387,0.136495,0.13381,0.134241,0.134241,349740069
0.134202,0.13469,0.131502,0.131947,0.131947,436620221
0.131936,0.167735,0.123869,0.157959,0.157959,5177823685
0.157777,0.165278,0.137424,0.137767,0.137767,4529010503
0.137847,0.145405,0.136272,0.1397,0.1397,1765370972
0.139691,0.142618,0.136058,0.137363,0.137363,1105137506
0.137376,0.144643,0.134099,0.135027,0.135027,1555397213
0.135033,0.136528,0.126239,0.127557,0.127557,916612071
0.127589,0.134821,0.127533,0.132773,0.132773,991710768
0.132794,0.133783,0.1283,0.130938,0.130938,769062732
0.130935,0.131833,0.127399,0.12952,0.12952,555706527
0.129514,0.135809,0.129313,0.135809,0.135809,838050627
0.135813,0.137313,0.126697,0.12843,0.12843,1258066467
0.128403,0.129305,0.124566,0.127901,0.127901,839005988
0.12789,0.13192,0.125365,0.127532,0.127532,746383231
0.127527,0.128017,0.123974,0.124207,0.124207,728953161
0.1242,0.125136,0.104824,0.104824,0.104824,1353326367
0.104708,0.117775,0.100881,0.108477,0.108477,1723066438
0.108449,0.110565,0.080036,0.084581,0.084581,2556008051
0.084636,0.089028,0.070037,0.082671,0.082671,2631064083
0.082639,0.094254,0.082371,0.088331,0.088331,1444350618
0.088341,0.091598,0.084483,0.089796,0.089796,902479951
0.089785,0.092843,0.086876,0.092843,0.092843,651900826
0.092867,0.093061,0.086428,0.087841,0.087841,606521740
0.087836,0.091112,0.087484,0.090213,0.090213,560800173
0.090221,0.090797,0.083649,0.083649,0.083649,558257804
0.083635,0.087124,0.082087,0.086723,0.086723,613801947
0.086719,0.08775,0.082859,0.083977,0.083977,518556378
0.083972,0.08511,0.082932,0.084463,0.084463,335246011
0.084448,0.08648,0.084058,0.086105,0.086105,375026021
0.086084,0.08811,0.082858,0.083253,0.083253,507385171
0.083267,0.084317,0.080811,0.083637,0.083637,462415724
0.083628,0.084338,0.082319,0.082985,0.082985,419834752
0.082994,0.0836,0.076065,0.078252,0.078252,711890873
0.078211,0.085384,0.076582,0.081335,0.081335,1310057650
0.082248,0.083048,0.081151,0.081839,0.081839,535539620
0.081838,0.083034,0.080299,0.082686,0.082686,394962471
0.082684,0.088275,0.082269,0.087871,0.087871,690696756
0.087865,0.08823,0.083612,0.085865,0.085865,672444588
0.085855,0.088647,0.079807,0.081056,0.081056,830748610
0.081052,0.083007,0.080417,0.082772,0.082772,434510607
0.082777,0.082857,0.079756,0.080442,0.080442,403339248
0.080454,0.082337,0.079727,0.081777,0.081777,350329772
0.081776,0.082138,0.080836,0.081229,0.081229,282624184
0.081225,0.084559,0.081126,0.08253,0.08253,503707292
0.08253,0.08253,0.078332,0.080513,0.080513,509642725
0.080492,0.08142,0.079156,0.079439,0.079439,328046389
0.079436,0.080898,0.079082,0.079336,0.079336,274673852
0.079335,0.079521,0.074804,0.075454,0.075454,431520761
0.075472,0.076399,0.068596,0.069895,0.069895,497184012
0.069919,0.070345,0.063861,0.064336,0.064336,708156957
0.064275,0.065702,0.053002,0.053921,0.053921,1465281537
0.053941,0.058154,0.050267,0.055592,0.055592,908921329
0.055577,0.063472,0.05067,0.063,0.063,1122284662
0.062977,0.062977,0.054508,0.055029,0.055029,724479688
0.055047,0.057911,0.054898,0.056995,0.056995,383830484
0.056979,0.057755,0.04972,0.053012,0.053012,652345943
0.053007,0.062472,0.051308,0.060396,0.060396,1166163984
0.060399,0.061157,0.057707,0.060177,0.060177,499018791
0.060175,0.069324,0.059315,0.065571,0.065571,1051899538
0.065606,0.065751,0.061389,0.061711,0.061711,633619298
0.061703,0.064615,0.061703,0.064032,0.064032,434169751
0.064019,0.068162,0.064004,0.067124,0.067124,514729444
0.06711,0.069112,0.065384,0.068503,0.068503,432671864
0.068488,0.076966,0.067504,0.073177,0.073177,883689355
0.073154,0.078389,0.071018,0.072239,0.072239,962250061
0.072221,0.072951,0.065723,0.065957,0.065957,534793983
0.065996,0.071335,0.064635,0.069468,0.069468,592828738
0.069481,0.069513,0.062746,0.066086,0.066086,566648029
0.066208,0.067862,0.064224,0.066175,0.066175,472441458
0.066205,0.067692,0.065933,0.066698,0.066698,352589827
0.066698,0.067356,0.065111,0.067179,0.067179,280878240
0.067174,0.069605,0.065927,0.069472,0.069472,379581122
0.069431,0.069841,0.065697,0.067155,0.067155,403220687
0.067172,0.069058,0.066448,0.068583,0.068583,398926503
0.068579,0.071124,0.068053,0.070621,0.070621,402591742
0.070618,0.073009,0.068541,0.069257,0.069257,444369733
0.069224,0.070009,0.068995,0.069512,0.069512,254272147
0.069509,0.069509,0.066533,0.067263,0.067263,299810124
0.067268,0.067268,0.061535,0.061847,0.061847,326125900
0.061851,0.062861,0.060087,0.060087,0.060087,298462083
0.060085,0.062011,0.058398,0.061953,0.061953,446505400
0.061933,0.062632,0.059741,0.062394,0.062394,348090510
0.0624,0.064259,0.061747,0.063042,0.063042,374357844
0.063037,0.064725,0.06187,0.06428,0.06428,279644299
0.064288,0.065394,0.063101,0.063107,0.063107,249697026
0.063114,0.068674,0.063114,0.067715,0.067715,564795959
0.06769,0.0699,0.065752,0.069013,0.069013,552211168
0.069015,0.076574,0.067928,0.07012,0.07012,1019375521
0.070124,0.070732,0.067237,0.06996,0.06996,492434239
0.06997,0.07127,0.067003,0.067563,0.067563,479456105
0.067531,0.069332,0.066277,0.068124,0.068124,427922351
0.068116,0.068854,0.067589,0.067724,0.067724,369141492
0.067716,0.06788,0.062306,0.062306,0.062306,448572441
0.062319,0.062512,0.060425,0.062512,0.062512,416488015
0.062514,0.067021,0.061886,0.067021,0.067021,499204589
0.067031,0.070577,0.065591,0.069108,0.069108,650983024
0.069104,0.072004,0.067549,0.068909,0.068909,696887711
0.068905,0.07391,0.068186,0.069644,0.069644,760571682
0.069642,0.072028,0.068054,0.068272,0.068272,521194035
0.068266,0.070721,0.067187,0.068725,0.068725,444088167
0.068708,0.068896,0.065809,0.066694,0.066694,336642237
0.066692,0.06832,0.065516,0.066195,0.066195,286819387
0.066197,0.067502,0.066007,0.067357,0.067357,256457805
0.067333,0.070117,0.067256,0.069765,0.069765,336216727
0.069766,0.070999,0.068586,0.068674,0.068674,277979112
0.068669,0.069899,0.067747,0.06894,0.06894,204862521
0.068946,0.072058,0.068923,0.070055,0.070055,399183407
0.070061,0.073886,0.068462,0.069125,0.069125,611327142
0.069119,0.071309,0.067389,0.071195,0.071195,431172729
0.071205,0.074646,0.070727,0.07093,0.07093,563908591
0.070931,0.07248,0.070027,0.072345,0.072345,320410367
0.072344,0.07486,0.071951,0.07284,0.07284,446287445
0.072856,0.084013,0.072754,0.081687,0.081687,1530403447
0.081698,0.08182,0.075151,0.07672,0.07672,855017472
0.076695,0.088639,0.076394,0.086964,0.086964,1947377918
0.086933,0.088113,0.079927,0.080154,0.080154,996272861
0.080174,0.082087,0.074989,0.075079,0.075079,621394159
0.075045,0.075183,0.067536,0.067939,0.067939,965543533
0.067897,0.070961,0.067897,0.06954,0.06954,537299425
0.069529,0.070646,0.067847,0.069448,0.069448,421455865
0.069441,0.069489,0.065606,0.068391,0.068391,453413439
0.068395,0.069169,0.067213,0.06877,0.06877,335476543
0.068771,0.069415,0.067298,0.06799,0.06799,345474347
0.067991,0.071579,0.067957,0.069094,0.069094,469798193
0.069082,0.069296,0.063254,0.063572,0.063572,620512451
0.063571,0.064065,0.062607,0.063587,0.063587,380887727
0.063558,0.064268,0.061786,0.061786,0.061786,295086067
0.061753,0.063982,0.061246,0.063887,0.063887,315005254
0.063899,0.064408,0.06055,0.061525,0.061525,328934727
0.061534,0.063333,0.061058,0.06133,0.06133,309748693
0.061336,0.062479,0.060194,0.062372,0.062372,328765413
0.062372,0.062712,0.060947,0.061635,0.061635,273453013
0.061629,0.063601,0.061344,0.062694,0.062694,297123402
0.062697,0.063714,0.062066,0.063226,0.063226,250044436
0.06323,0.06364,0.061297,0.062738,0.062738,231918999
0.06275,0.064642,0.058652,0.058983,0.058983,471485708
0.058964,0.06145,0.057944,0.061104,0.061104,324781387
0.061089,0.061293,0.059923,0.060977,0.060977,268099702
0.060974,0.064622,0.060934,0.064018,0.064018,487988732
0.064009,0.065241,0.063404,0.064776,0.064776,413101249
0.064771,0.065187,0.06301,0.063714,0.063714,327741964
0.063715,0.065194,0.062878,0.063905,0.063905,383630739
0.063903,0.063981,0.059524,0.060129,0.060129,461644993
0.059717,0.061425,0.059542,0.061173,0.061173,369554274
0.061168,0.061211,0.058785,0.058791,0.058791,327176374
0.058792,0.060423,0.058453,0.060423,0.060423,247011315
0.06043,0.062315,0.06033,0.06221,0.06221,209604119
0.06221,0.06221,0.057238,0.05752,0.05752,265405124
0.057519,0.058744,0.05618,0.058612,0.058612,301268389
0.058612,0.060262,0.057738,0.058417,0.058417,294929293
0.058423,0.060478,0.056378,0.057404,0.057404,406017754
0.057386,0.059838,0.056945,0.059599,0.059599,241738855
0.059593,0.064032,0.059565,0.063336,0.063336,704823247
0.063333,0.067973,0.063029,0.063234,0.063234,969527521
0.063223,0.063679,0.060457,0.061152,0.061152,367453955
0.061167,0.061797,0.060051,0.061089,0.061089,323710024
0.061084,0.062931,0.059927,0.060609,0.060609,337427597
0.060597,0.061039,0.058754,0.060623,0.060623,277399298
0.060624,0.061036,0.059423,0.060728,0.060728,229157795
0.060738,0.06204,0.059958,0.061653,0.061653,369084722
0.06165,0.062806,0.0604,0.060627,0.060627,347895211
0.060628,0.060908,0.059128,0.059288,0.059288,198168354
0.059287,0.060467,0.059078,0.060384,0.060384,195766522
0.060381,0.066252,0.060041,0.065962,0.065962,826424315
0.065938,0.066465,0.062997,0.064735,0.064735,606625264
0.06474,0.066618,0.063223,0.063444,0.063444,387962671
0.063449,0.063717,0.06157,0.062409,0.062409,299717356
0.062414,0.062576,0.061381,0.061678,0.061678,169254316
0.061672,0.062342,0.061292,0.062156,0.062156,158280272
0.062151,0.062469,0.059513,0.059513,0.059513,254559947
0.059508,0.060653,0.057887,0.060258,0.060258,295967661
0.060259,0.060866,0.05954,0.059881,0.059881,199133108
0.059871,0.060159,0.055741,0.059674,0.059674,466439562
0.059666,0.060943,0.058315,0.058643,0.058643,242691429
0.058638,0.059567,0.058146,0.05858,0.05858,182208164
0.058583,0.059415,0.058583,0.058914,0.058914,162246280
0.058913,0.060057,0.058625,0.059935,0.059935,174261450
0.059935,0.060773,0.058752,0.059776,0.059776,239236218
0.059779,0.06068,0.058628,0.058713,0.058713,287297160
0.058711,0.060237,0.058449,0.059536,0.059536,241388629
0.059526,0.059526,0.057418,0.059334,0.059334,224787600
0.059337,0.059846,0.059184,0.059694,0.059694,159431212
0.059683,0.060379,0.058927,0.060347,0.060347,182523575
0.060341,0.060814,0.058858,0.059506,0.059506,226574582
0.059502,0.064049,0.059227,0.062882,0.062882,475512798
0.062856,0.073274,0.06276,0.0728,0.0728,1357027720
0.072799,0.084825,0.072033,0.077018,0.077018,2652784687
0.077028,0.087901,0.07293,0.083897,0.083897,3172500998
0.083933,0.149392,0.083387,0.121603,0.121603,12157642295
0.121644,0.141657,0.112892,0.117802,0.117802,7908593943
0.117752,0.130245,0.115076,0.127026,0.127026,5814247122
0.126985,0.157203,0.125177,0.142575,0.142575,7877293443
0.142524,0.147391,0.124067,0.12783,0.12783,4675647398
0.127801,0.13599,0.121411,0.122592,0.122592,2570574344
0.122555,0.128599,0.116445,0.12628,0.12628,2957002544
0.126279,0.135145,0.123392,0.124388,0.124388,1907421740
0.124382,0.126702,0.113634,0.114606,0.114606,1316810628
0.114626,0.118577,0.108814,0.111299,0.111299,1337977256
0.111278,0.112296,0.080654,0.08841,0.08841,3545838435
0.088405,0.091096,0.072109,0.074288,0.074288,2807794508
0.074296,0.093256,0.073735,0.089789,0.089789,2421832556
0.089779,0.091865,0.081397,0.084885,0.084885,1305192050
0.084909,0.093994,0.0793,0.088039,0.088039,1842469589
0.088053,0.091137,0.08381,0.084893,0.084893,949584216
0.084926,0.090774,0.080101,0.085879,0.085879,1212678659
0.085879,0.08892,0.08536,0.086971,0.086971,640084422
0.086964,0.090659,0.083986,0.085583,0.085583,712826081
0.085594,0.086954,0.083178,0.084765,0.084765,461654197
0.084764,0.086504,0.083805,0.084672,0.084672,337485766
0.084672,0.084905,0.083387,0.084581,0.084581,246661551
0.084582,0.085682,0.077043,0.077174,0.077174,499031478
0.077175,0.077188,0.072404,0.074711,0.074711,660061266
0.074708,0.078963,0.073407,0.078488,0.078488,556392479
0.0785,0.083128,0.077966,0.081786,0.081786,529744394
0.081792,0.083666,0.080759,0.081481,0.081481,360326829
0.081469,0.09099,0.080937,0.089475,0.089475,1022484210
0.089465,0.09474,0.088391,0.088988,0.088988,902063657
0.088979,0.106433,0.088979,0.098712,0.098712,1965264746
0.098676,0.099327,0.091449,0.095122,0.095122,1375600313
0.095131,0.104712,0.094019,0.101853,0.101853,1352427444
0.101827,0.108942,0.100304,0.10686,0.10686,1388624554
0.106857,0.107381,0.101071,0.101584,0.101584,891639200
0.101594,0.10326,0.097639,0.102148,0.102148,776013992
0.10215,0.102823,0.098651,0.099824,0.099824,632114946
0.099811,0.105264,0.099806,0.104286,0.104286,759219556
0.104252,0.111012,0.100063,0.101474,0.101474,1051327257
0.10148,0.102627,0.098508,0.100278,0.100278,534648134
0.100281,0.10095,0.095017,0.095783,0.095783,622336382
0.095785,0.098874,0.095367,0.09854,0.09854,492909327
0.098538,0.099086,0.096001,0.096662,0.096662,423432535
0.096663,0.097356,0.096258,0.096457,0.096457,242190274
0.096464,0.097093,0.092668,0.092875,0.092875,300470314
0.092872,0.093005,0.087288,0.090258,0.090258,749817261
0.090255,0.09438,0.087718,0.09094,0.09094,766352149
0.090958,0.09224,0.088244,0.088514,0.088514,549320298
0.088508,0.088762,0.084419,0.084722,0.084722,412364377
0.084722,0.086731,0.075388,0.075942,0.075942,699338853
0.075944,0.079375,0.075893,0.079267,0.079267,495547979
0.079262,0.079865,0.07792,0.078641,0.078641,256971055
0.078648,0.079342,0.070913,0.071429,0.071429,581773249
0.071442,0.075247,0.071422,0.074935,0.074935,438099132
0.074932,0.074964,0.07201,0.073679,0.073679,349830700
0.073678,0.077362,0.073391,0.076967,0.076967,593083646
0.076961,0.078638,0.076742,0.077129,0.077129,398842519
0.077128,0.077976,0.076818,0.077648,0.077648,165055617
0.077632,0.077644,0.074229,0.075952,0.075952,423876257
0.075965,0.076361,0.074772,0.075783,0.075783,248935710
0.075763,0.076022,0.073131,0.073724,0.073724,290428818
0.073727,0.073821,0.070052,0.070381,0.070381,496350491
0.07038,0.071302,0.069771,0.071042,0.071042,285144119
0.071032,0.071308,0.066953,0.068404,0.068404,419889739
0.068394,0.071109,0.068162,0.070294,0.070294,289371049
0.070287,0.070685,0.069289,0.070225,0.070225,185279750
0.070225,0.072479,0.069358,0.071454,0.071454,405800240
0.071456,0.072197,0.069774,0.070468,0.070468,283398864
0.070468,0.07325,0.07031,0.073237,0.073237,343264145
0.073233,0.075027,0.0714,0.07155,0.07155,424927580
0.071555,0.07257,0.070344,0.07247,0.07247,306914647
0.072469,0.072844,0.071876,0.072222,0.072222,173703551
0.07221,0.073612,0.071546,0.073601,0.073601,246133445
0.073592,0.079211,0.073258,0.075784,0.075784,853703837
0.075769,0.077731,0.07469,0.077729,0.077729,492952309
0.077734,0.078181,0.075178,0.078153,0.078153,394318759
0.079214,0.080717,0.076988,0.080286,0.080286,706796194
0.080284,0.084916,0.079184,0.084438,0.084438,575039277
0.084439,0.09187,0.084362,0.087323,0.087323,1101070507
0.087334,0.087686,0.08313,0.086131,0.086131,501123418
0.086127,0.087904,0.082308,0.083636,0.083636,537067710
0.083652,0.08472,0.082756,0.082982,0.082982,366437449
0.083012,0.088844,0.083012,0.086137,0.086137,660148928
